Apple at (6, 0) eaten at step 7
Apple at (142, 26) eaten at step 79677
Apple at (148, 26) eaten at step 79683
Apple at (157, 26) eaten at step 79692
Apple at (158, 26) eaten at step 79693
Apple at (162, 26) eaten at step 79697
Apple at (172, 26) eaten at step 79707
Apple at (181, 26) eaten at step 79716
Apple at (194, 26) eaten at step 79729
Apple at (222, 26) eaten at step 79757
Apple at (239, 26) eaten at step 79774
Apple at (241, 26) eaten at step 79776
Apple at (266, 26) eaten at step 79801
Apple at (269, 26) eaten at step 79804
Apple at (276, 26) eaten at step 79811
Apple at (296, 26) eaten at step 79831
Apple at (326, 26) eaten at step 79861
Apple at (351, 26) eaten at step 79886
Apple at (357, 26) eaten at step 79892
Apple at (372, 26) eaten at step 79907
Apple at (373, 26) eaten at step 79908
Apple at (385, 26) eaten at step 79920
Apple at (394, 26) eaten at step 79929
Apple at (400, 26) eaten at step 79935
Apple at (407, 26) eaten at step 79942
Apple at (408, 26) eaten at step 79943
Apple at (441, 26) eaten at step 79976
Apple at (454, 26) eaten at step 79989
Apple at (461, 26) eaten at step 79996
Apple at (462, 26) eaten at step 79997
Apple at (478, 26) eaten at step 80013
Apple at (492, 26) eaten at step 80027
Apple at (513, 26) eaten at step 80048
Apple at (534, 26) eaten at step 80069
Apple at (547, 26) eaten at step 80082
Apple at (564, 26) eaten at step 80099
Apple at (578, 26) eaten at step 80113
Apple at (588, 26) eaten at step 80123
Apple at (613, 26) eaten at step 80148
Apple at (625, 26) eaten at step 80160
Apple at (632, 26) eaten at step 80167
Apple at (643, 26) eaten at step 80178
Apple at (650, 26) eaten at step 80185
Apple at (657, 26) eaten at step 80192
Apple at (730, 26) eaten at step 80265
Apple at (734, 26) eaten at step 80269
Apple at (745, 44) eaten at step 80298
Apple at (745, 49) eaten at step 80303
Apple at (745, 65) eaten at step 80319
Apple at (745, 72) eaten at step 80326
Apple at (745, 77) eaten at step 80331
Apple at (745, 87) eaten at step 80341
Apple at (745, 138) eaten at step 80392
Apple at (745, 144) eaten at step 80398
Apple at (745, 148) eaten at step 80402
Apple at (745, 182) eaten at step 80436
Apple at (745, 205) eaten at step 80459
Apple at (745, 211) eaten at step 80465
Apple at (745, 224) eaten at step 80478
Apple at (745, 245) eaten at step 80499
Apple at (745, 251) eaten at step 80505
Apple at (745, 258) eaten at step 80512
Apple at (745, 274) eaten at step 80528
Apple at (745, 297) eaten at step 80551
Apple at (745, 306) eaten at step 80560
Apple at (745, 334) eaten at step 80588
Apple at (745, 336) eaten at step 80590
Apple at (745, 350) eaten at step 80604
Apple at (745, 354) eaten at step 80608
Apple at (745, 381) eaten at step 80635
Apple at (745, 384) eaten at step 80638
Apple at (745, 429) eaten at step 80683
Apple at (745, 444) eaten at step 80698
Apple at (745, 449) eaten at step 80703
Apple at (745, 450) eaten at step 80704
Apple at (745, 489) eaten at step 80743
Apple at (745, 500) eaten at step 80754
Apple at (745, 510) eaten at step 80764
Apple at (745, 511) eaten at step 80765
Apple at (745, 512) eaten at step 80766
Apple at (745, 537) eaten at step 80791
Apple at (745, 541) eaten at step 80795
Apple at (745, 552) eaten at step 80806
Apple at (745, 579) eaten at step 80833
Apple at (745, 607) eaten at step 80861
Apple at (745, 625) eaten at step 80879
Apple at (745, 634) eaten at step 80888
Apple at (745, 635) eaten at step 80889
Apple at (745, 640) eaten at step 80894
Apple at (745, 663) eaten at step 80917
Apple at (745, 664) eaten at step 80918
Apple at (745, 672) eaten at step 80926
Apple at (745, 702) eaten at step 80956
Apple at (745, 721) eaten at step 80975
Apple at (745, 725) eaten at step 80979
Apple at (745, 783) eaten at step 81037
Apple at (725, 783) eaten at step 81057
Apple at (712, 783) eaten at step 81070
Apple at (670, 783) eaten at step 81112
Apple at (663, 783) eaten at step 81119
Apple at (636, 783) eaten at step 81146
Apple at (618, 783) eaten at step 81164
Apple at (599, 783) eaten at step 81183
Apple at (598, 783) eaten at step 81184
Apple at (594, 783) eaten at step 81188
Apple at (573, 783) eaten at step 81209
Apple at (521, 783) eaten at step 81261
Apple at (487, 783) eaten at step 81295
Apple at (478, 783) eaten at step 81304
Apple at (448, 783) eaten at step 81334
Apple at (440, 783) eaten at step 81342
Apple at (423, 783) eaten at step 81359
Apple at (414, 783) eaten at step 81368
Apple at (404, 783) eaten at step 81378
Apple at (395, 783) eaten at step 81387
Apple at (380, 783) eaten at step 81402
Apple at (377, 783) eaten at step 81405
Apple at (376, 783) eaten at step 81406
Apple at (375, 783) eaten at step 81407
Apple at (362, 783) eaten at step 81420
Apple at (353, 783) eaten at step 81429
Apple at (335, 783) eaten at step 81447
Apple at (334, 783) eaten at step 81448
Apple at (330, 783) eaten at step 81452
Apple at (324, 783) eaten at step 81458
Apple at (316, 783) eaten at step 81466
Apple at (286, 783) eaten at step 81496
Apple at (281, 783) eaten at step 81501
Apple at (280, 783) eaten at step 81502
Apple at (271, 783) eaten at step 81511
Apple at (261, 783) eaten at step 81521
Apple at (251, 783) eaten at step 81531
Apple at (241, 783) eaten at step 81541
Apple at (226, 783) eaten at step 81556
Apple at (222, 783) eaten at step 81560
Apple at (200, 783) eaten at step 81582
Apple at (172, 783) eaten at step 81610
Apple at (150, 783) eaten at step 81632
Apple at (104, 783) eaten at step 81678
Apple at (71, 783) eaten at step 81711
Apple at (64, 783) eaten at step 81718
Apple at (53, 783) eaten at step 81729
Apple at (47, 783) eaten at step 81735
Apple at (41, 783) eaten at step 81741
Apple at (32, 783) eaten at step 81750
Apple at (26, 767) eaten at step 81772
Apple at (26, 755) eaten at step 81784
Apple at (26, 743) eaten at step 81796
Apple at (26, 715) eaten at step 81824
Apple at (26, 693) eaten at step 81846
Apple at (26, 688) eaten at step 81851
Apple at (26, 677) eaten at step 81862
Apple at (26, 669) eaten at step 81870
Apple at (26, 653) eaten at step 81886
Apple at (26, 610) eaten at step 81929
Apple at (26, 604) eaten at step 81935
Apple at (26, 600) eaten at step 81939
Apple at (26, 596) eaten at step 81943
Apple at (26, 585) eaten at step 81954
Apple at (26, 560) eaten at step 81979
Apple at (26, 558) eaten at step 81981
Apple at (26, 557) eaten at step 81982
Apple at (26, 554) eaten at step 81985
Apple at (26, 536) eaten at step 82003
Apple at (26, 519) eaten at step 82020
Apple at (26, 509) eaten at step 82030
Apple at (26, 503) eaten at step 82036
Apple at (26, 499) eaten at step 82040
Apple at (26, 483) eaten at step 82056
Apple at (26, 474) eaten at step 82065
Apple at (26, 469) eaten at step 82070
Apple at (26, 468) eaten at step 82071
Apple at (26, 462) eaten at step 82077
Apple at (26, 456) eaten at step 82083
Apple at (26, 435) eaten at step 82104
Apple at (26, 429) eaten at step 82110
Apple at (26, 423) eaten at step 82116
Apple at (26, 415) eaten at step 82124
Apple at (26, 412) eaten at step 82127
Apple at (26, 397) eaten at step 82142
Apple at (26, 394) eaten at step 82145
Apple at (26, 381) eaten at step 82158
Apple at (26, 380) eaten at step 82159
Apple at (26, 364) eaten at step 82175
Apple at (26, 362) eaten at step 82177
Apple at (26, 351) eaten at step 82188
Apple at (26, 345) eaten at step 82194
Apple at (26, 344) eaten at step 82195
Apple at (26, 336) eaten at step 82203
Apple at (26, 320) eaten at step 82219
Apple at (26, 312) eaten at step 82227
Apple at (26, 296) eaten at step 82243
Apple at (26, 287) eaten at step 82252
Apple at (26, 280) eaten at step 82259
Apple at (26, 269) eaten at step 82270
Apple at (26, 255) eaten at step 82284
Apple at (26, 240) eaten at step 82299
Apple at (26, 223) eaten at step 82316
Apple at (26, 213) eaten at step 82326
Apple at (26, 186) eaten at step 82353
Apple at (26, 174) eaten at step 82365
Apple at (26, 169) eaten at step 82370
Apple at (26, 162) eaten at step 82377
Apple at (26, 159) eaten at step 82380
Apple at (26, 151) eaten at step 82388
Apple at (26, 139) eaten at step 82400
Apple at (26, 126) eaten at step 82413
Apple at (26, 122) eaten at step 82417
Apple at (26, 99) eaten at step 82440
Apple at (26, 89) eaten at step 82450
Apple at (26, 88) eaten at step 82451
Apple at (26, 87) eaten at step 82452
Apple at (26, 85) eaten at step 82454
Apple at (26, 53) eaten at step 82486
Apple at (26, 44) eaten at step 82495
Apple at (47, 27) eaten at step 82533
Apple at (54, 27) eaten at step 82540
Apple at (70, 27) eaten at step 82556
Apple at (71, 27) eaten at step 82557
Apple at (73, 27) eaten at step 82559
Apple at (110, 27) eaten at step 82596
Apple at (155, 27) eaten at step 82641
Apple at (158, 27) eaten at step 82644
Apple at (159, 27) eaten at step 82645
Apple at (170, 27) eaten at step 82656
Apple at (177, 27) eaten at step 82663
Apple at (195, 27) eaten at step 82681
Apple at (212, 27) eaten at step 82698
Apple at (242, 27) eaten at step 82728
Apple at (282, 27) eaten at step 82768
Apple at (300, 27) eaten at step 82786
Apple at (307, 27) eaten at step 82793
Apple at (317, 27) eaten at step 82803
Apple at (328, 27) eaten at step 82814
Apple at (343, 27) eaten at step 82829
Apple at (352, 27) eaten at step 82838
Apple at (375, 27) eaten at step 82861
Apple at (401, 27) eaten at step 82887
Apple at (448, 27) eaten at step 82934
Apple at (483, 27) eaten at step 82969
Apple at (487, 27) eaten at step 82973
Apple at (511, 27) eaten at step 82997
Apple at (526, 27) eaten at step 83012
Apple at (551, 27) eaten at step 83037
Apple at (557, 27) eaten at step 83043
Apple at (559, 27) eaten at step 83045
Apple at (583, 27) eaten at step 83069
Apple at (608, 27) eaten at step 83094
Apple at (632, 27) eaten at step 83118
Apple at (655, 27) eaten at step 83141
Apple at (662, 27) eaten at step 83148
Apple at (680, 27) eaten at step 83166
Apple at (698, 27) eaten at step 83184
Apple at (716, 27) eaten at step 83202
Apple at (731, 27) eaten at step 83217
Apple at (734, 27) eaten at step 83220
Apple at (744, 50) eaten at step 83253
Apple at (744, 52) eaten at step 83255
Apple at (744, 55) eaten at step 83258
Apple at (744, 66) eaten at step 83269
Apple at (744, 108) eaten at step 83311
Apple at (744, 113) eaten at step 83316
Apple at (744, 119) eaten at step 83322
Apple at (744, 129) eaten at step 83332
Apple at (744, 194) eaten at step 83397
Apple at (744, 207) eaten at step 83410
Apple at (744, 210) eaten at step 83413
Apple at (744, 226) eaten at step 83429
Apple at (744, 231) eaten at step 83434
Apple at (744, 243) eaten at step 83446
Apple at (744, 245) eaten at step 83448
Apple at (744, 250) eaten at step 83453
Apple at (744, 251) eaten at step 83454
Apple at (744, 277) eaten at step 83480
Apple at (744, 286) eaten at step 83489
Apple at (744, 322) eaten at step 83525
Apple at (744, 334) eaten at step 83537
Apple at (744, 345) eaten at step 83548
Apple at (744, 346) eaten at step 83549
Apple at (744, 348) eaten at step 83551
Apple at (744, 349) eaten at step 83552
Apple at (744, 355) eaten at step 83558
Apple at (744, 358) eaten at step 83561
Apple at (744, 363) eaten at step 83566
Apple at (744, 400) eaten at step 83603
Apple at (744, 414) eaten at step 83617
Apple at (744, 442) eaten at step 83645
Apple at (744, 475) eaten at step 83678
Apple at (744, 478) eaten at step 83681
Apple at (744, 573) eaten at step 83776
Apple at (744, 586) eaten at step 83789
Apple at (744, 628) eaten at step 83831
Apple at (744, 633) eaten at step 83836
Apple at (744, 649) eaten at step 83852
Apple at (744, 675) eaten at step 83878
Apple at (744, 703) eaten at step 83906
Apple at (744, 733) eaten at step 83936
Apple at (744, 738) eaten at step 83941
Apple at (744, 748) eaten at step 83951
Apple at (744, 752) eaten at step 83955
Apple at (744, 755) eaten at step 83958
Apple at (744, 764) eaten at step 83967
Apple at (744, 765) eaten at step 83968
Apple at (744, 773) eaten at step 83976
Apple at (738, 782) eaten at step 83991
Apple at (734, 782) eaten at step 83995
Apple at (730, 782) eaten at step 83999
Apple at (684, 782) eaten at step 84045
Apple at (683, 782) eaten at step 84046
Apple at (675, 782) eaten at step 84054
Apple at (669, 782) eaten at step 84060
Apple at (661, 782) eaten at step 84068
Apple at (660, 782) eaten at step 84069
Apple at (658, 782) eaten at step 84071
Apple at (643, 782) eaten at step 84086
Apple at (641, 782) eaten at step 84088
Apple at (628, 782) eaten at step 84101
Apple at (623, 782) eaten at step 84106
Apple at (589, 782) eaten at step 84140
Apple at (575, 782) eaten at step 84154
Apple at (536, 782) eaten at step 84193
Apple at (530, 782) eaten at step 84199
Apple at (525, 782) eaten at step 84204
Apple at (520, 782) eaten at step 84209
Apple at (499, 782) eaten at step 84230
Apple at (496, 782) eaten at step 84233
Apple at (460, 782) eaten at step 84269
Apple at (452, 782) eaten at step 84277
Apple at (434, 782) eaten at step 84295
Apple at (428, 782) eaten at step 84301
Apple at (416, 782) eaten at step 84313
Apple at (414, 782) eaten at step 84315
Apple at (412, 782) eaten at step 84317
Apple at (387, 782) eaten at step 84342
Apple at (386, 782) eaten at step 84343
Apple at (358, 782) eaten at step 84371
Apple at (346, 782) eaten at step 84383
Apple at (331, 782) eaten at step 84398
Apple at (317, 782) eaten at step 84412
Apple at (315, 782) eaten at step 84414
Apple at (314, 782) eaten at step 84415
Apple at (300, 782) eaten at step 84429
Apple at (288, 782) eaten at step 84441
Apple at (273, 782) eaten at step 84456
Apple at (271, 782) eaten at step 84458
Apple at (259, 782) eaten at step 84470
Apple at (245, 782) eaten at step 84484
Apple at (236, 782) eaten at step 84493
Apple at (228, 782) eaten at step 84501
Apple at (221, 782) eaten at step 84508
Apple at (213, 782) eaten at step 84516
Apple at (211, 782) eaten at step 84518
Apple at (189, 782) eaten at step 84540
Apple at (187, 782) eaten at step 84542
Apple at (184, 782) eaten at step 84545
Apple at (183, 782) eaten at step 84546
Apple at (176, 782) eaten at step 84553
Apple at (153, 782) eaten at step 84576
Apple at (139, 782) eaten at step 84590
Apple at (125, 782) eaten at step 84604
Apple at (113, 782) eaten at step 84616
Apple at (112, 782) eaten at step 84617
Apple at (108, 782) eaten at step 84621
Apple at (95, 782) eaten at step 84634
Apple at (82, 782) eaten at step 84647
Apple at (68, 782) eaten at step 84661
Apple at (62, 782) eaten at step 84667
Apple at (50, 782) eaten at step 84679
Apple at (45, 782) eaten at step 84684
Apple at (37, 782) eaten at step 84692
Apple at (32, 782) eaten at step 84697
Apple at (31, 782) eaten at step 84698
Apple at (27, 777) eaten at step 84707
Apple at (27, 776) eaten at step 84708
Apple at (27, 775) eaten at step 84709
Apple at (27, 744) eaten at step 84740
Apple at (27, 742) eaten at step 84742
Apple at (27, 740) eaten at step 84744
Apple at (27, 715) eaten at step 84769
Apple at (27, 697) eaten at step 84787
Apple at (27, 693) eaten at step 84791
Apple at (27, 675) eaten at step 84809
Apple at (27, 668) eaten at step 84816
Apple at (27, 655) eaten at step 84829
Apple at (27, 632) eaten at step 84852
Apple at (27, 630) eaten at step 84854
Apple at (27, 629) eaten at step 84855
Apple at (27, 619) eaten at step 84865
Apple at (27, 593) eaten at step 84891
Apple at (27, 573) eaten at step 84911
Apple at (27, 536) eaten at step 84948
Apple at (27, 516) eaten at step 84968
Apple at (27, 507) eaten at step 84977
Apple at (27, 505) eaten at step 84979
Apple at (27, 491) eaten at step 84993
Apple at (27, 478) eaten at step 85006
Apple at (27, 470) eaten at step 85014
Apple at (27, 449) eaten at step 85035
Apple at (27, 434) eaten at step 85050
Apple at (27, 405) eaten at step 85079
Apple at (27, 399) eaten at step 85085
Apple at (27, 393) eaten at step 85091
Apple at (27, 381) eaten at step 85103
Apple at (27, 380) eaten at step 85104
Apple at (27, 370) eaten at step 85114
Apple at (27, 369) eaten at step 85115
Apple at (27, 353) eaten at step 85131
Apple at (27, 349) eaten at step 85135
Apple at (27, 347) eaten at step 85137
Apple at (27, 344) eaten at step 85140
Apple at (27, 340) eaten at step 85144
Apple at (27, 332) eaten at step 85152
Apple at (27, 323) eaten at step 85161
Apple at (27, 314) eaten at step 85170
Apple at (27, 310) eaten at step 85174
Apple at (27, 284) eaten at step 85200
Apple at (27, 268) eaten at step 85216
Apple at (27, 263) eaten at step 85221
Apple at (27, 259) eaten at step 85225
Apple at (27, 231) eaten at step 85253
Apple at (27, 209) eaten at step 85275
Apple at (27, 200) eaten at step 85284
Apple at (27, 177) eaten at step 85307
Apple at (27, 166) eaten at step 85318
Apple at (27, 148) eaten at step 85336
Apple at (27, 134) eaten at step 85350
Apple at (27, 112) eaten at step 85372
Apple at (27, 106) eaten at step 85378
Apple at (27, 103) eaten at step 85381
Apple at (27, 83) eaten at step 85401
Apple at (27, 82) eaten at step 85402
Apple at (27, 79) eaten at step 85405
Apple at (27, 75) eaten at step 85409
Apple at (27, 68) eaten at step 85416
Apple at (27, 42) eaten at step 85442
Apple at (34, 28) eaten at step 85463
Apple at (60, 28) eaten at step 85489
Apple at (78, 28) eaten at step 85507
Apple at (86, 28) eaten at step 85515
Apple at (87, 28) eaten at step 85516
Apple at (97, 28) eaten at step 85526
Apple at (114, 28) eaten at step 85543
Apple at (131, 28) eaten at step 85560
Apple at (133, 28) eaten at step 85562
Apple at (140, 28) eaten at step 85569
Apple at (144, 28) eaten at step 85573
Apple at (148, 28) eaten at step 85577
Apple at (150, 28) eaten at step 85579
Apple at (155, 28) eaten at step 85584
Apple at (162, 28) eaten at step 85591
Apple at (185, 28) eaten at step 85614
Apple at (189, 28) eaten at step 85618
Apple at (229, 28) eaten at step 85658
Apple at (271, 28) eaten at step 85700
Apple at (282, 28) eaten at step 85711
Apple at (291, 28) eaten at step 85720
Apple at (310, 28) eaten at step 85739
Apple at (327, 28) eaten at step 85756
Apple at (338, 28) eaten at step 85767
Apple at (356, 28) eaten at step 85785
Apple at (357, 28) eaten at step 85786
Apple at (358, 28) eaten at step 85787
Apple at (363, 28) eaten at step 85792
Apple at (364, 28) eaten at step 85793
Apple at (395, 28) eaten at step 85824
Apple at (403, 28) eaten at step 85832
Apple at (406, 28) eaten at step 85835
Apple at (412, 28) eaten at step 85841
Apple at (415, 28) eaten at step 85844
Apple at (419, 28) eaten at step 85848
Apple at (426, 28) eaten at step 85855
Apple at (427, 28) eaten at step 85856
Apple at (429, 28) eaten at step 85858
Apple at (445, 28) eaten at step 85874
Apple at (450, 28) eaten at step 85879
Apple at (455, 28) eaten at step 85884
Apple at (493, 28) eaten at step 85922
Apple at (508, 28) eaten at step 85937
Apple at (538, 28) eaten at step 85967
Apple at (585, 28) eaten at step 86014
Apple at (600, 28) eaten at step 86029
Apple at (626, 28) eaten at step 86055
Apple at (635, 28) eaten at step 86064
Apple at (637, 28) eaten at step 86066
Apple at (642, 28) eaten at step 86071
Apple at (648, 28) eaten at step 86077
Apple at (650, 28) eaten at step 86079
Apple at (652, 28) eaten at step 86081
Apple at (679, 28) eaten at step 86108
Apple at (687, 28) eaten at step 86116
Apple at (706, 28) eaten at step 86135
Apple at (717, 28) eaten at step 86146
Apple at (743, 76) eaten at step 86220
Apple at (743, 80) eaten at step 86224
Apple at (743, 87) eaten at step 86231
Apple at (743, 114) eaten at step 86258
Apple at (743, 148) eaten at step 86292
Apple at (743, 185) eaten at step 86329
Apple at (743, 187) eaten at step 86331
Apple at (743, 195) eaten at step 86339
Apple at (743, 196) eaten at step 86340
Apple at (743, 205) eaten at step 86349
Apple at (743, 234) eaten at step 86378
Apple at (743, 255) eaten at step 86399
Apple at (743, 268) eaten at step 86412
Apple at (743, 274) eaten at step 86418
Apple at (743, 286) eaten at step 86430
Apple at (743, 296) eaten at step 86440
Apple at (743, 316) eaten at step 86460
Apple at (743, 332) eaten at step 86476
Apple at (743, 349) eaten at step 86493
Apple at (743, 362) eaten at step 86506
Apple at (743, 384) eaten at step 86528
Apple at (743, 396) eaten at step 86540
Apple at (743, 400) eaten at step 86544
Apple at (743, 407) eaten at step 86551
Apple at (743, 422) eaten at step 86566
Apple at (743, 423) eaten at step 86567
Apple at (743, 428) eaten at step 86572
Apple at (743, 453) eaten at step 86597
Apple at (743, 479) eaten at step 86623
Apple at (743, 501) eaten at step 86645
Apple at (743, 519) eaten at step 86663
Apple at (743, 523) eaten at step 86667
Apple at (743, 528) eaten at step 86672
Apple at (743, 529) eaten at step 86673
Apple at (743, 555) eaten at step 86699
Apple at (743, 558) eaten at step 86702
Apple at (743, 605) eaten at step 86749
Apple at (743, 619) eaten at step 86763
Apple at (743, 630) eaten at step 86774
Apple at (743, 633) eaten at step 86777
Apple at (743, 637) eaten at step 86781
Apple at (743, 651) eaten at step 86795
Apple at (743, 654) eaten at step 86798
Apple at (743, 703) eaten at step 86847
Apple at (743, 722) eaten at step 86866
Apple at (743, 731) eaten at step 86875
Apple at (743, 760) eaten at step 86904
Apple at (743, 765) eaten at step 86909
Apple at (743, 774) eaten at step 86918
Apple at (740, 781) eaten at step 86928
Apple at (734, 781) eaten at step 86934
Apple at (728, 781) eaten at step 86940
Apple at (727, 781) eaten at step 86941
Apple at (705, 781) eaten at step 86963
Apple at (704, 781) eaten at step 86964
Apple at (700, 781) eaten at step 86968
Apple at (694, 781) eaten at step 86974
Apple at (692, 781) eaten at step 86976
Apple at (680, 781) eaten at step 86988
Apple at (659, 781) eaten at step 87009
Apple at (655, 781) eaten at step 87013
Apple at (640, 781) eaten at step 87028
Apple at (620, 781) eaten at step 87048
Apple at (606, 781) eaten at step 87062
Apple at (602, 781) eaten at step 87066
Apple at (601, 781) eaten at step 87067
Apple at (592, 781) eaten at step 87076
Apple at (578, 781) eaten at step 87090
Apple at (565, 781) eaten at step 87103
Apple at (559, 781) eaten at step 87109
Apple at (551, 781) eaten at step 87117
Apple at (530, 781) eaten at step 87138
Apple at (525, 781) eaten at step 87143
Apple at (521, 781) eaten at step 87147
Apple at (508, 781) eaten at step 87160
Apple at (503, 781) eaten at step 87165
Apple at (501, 781) eaten at step 87167
Apple at (500, 781) eaten at step 87168
Apple at (489, 781) eaten at step 87179
Apple at (477, 781) eaten at step 87191
Apple at (476, 781) eaten at step 87192
Apple at (467, 781) eaten at step 87201
Apple at (465, 781) eaten at step 87203
Apple at (464, 781) eaten at step 87204
Apple at (444, 781) eaten at step 87224
Apple at (431, 781) eaten at step 87237
Apple at (427, 781) eaten at step 87241
Apple at (417, 781) eaten at step 87251
Apple at (407, 781) eaten at step 87261
Apple at (365, 781) eaten at step 87303
Apple at (356, 781) eaten at step 87312
Apple at (354, 781) eaten at step 87314
Apple at (347, 781) eaten at step 87321
Apple at (331, 781) eaten at step 87337
Apple at (317, 781) eaten at step 87351
Apple at (312, 781) eaten at step 87356
Apple at (305, 781) eaten at step 87363
Apple at (282, 781) eaten at step 87386
Apple at (272, 781) eaten at step 87396
Apple at (254, 781) eaten at step 87414
Apple at (236, 781) eaten at step 87432
Apple at (230, 781) eaten at step 87438
Apple at (197, 781) eaten at step 87471
Apple at (190, 781) eaten at step 87478
Apple at (189, 781) eaten at step 87479
Apple at (168, 781) eaten at step 87500
Apple at (133, 781) eaten at step 87535
Apple at (128, 781) eaten at step 87540
Apple at (101, 781) eaten at step 87567
Apple at (83, 781) eaten at step 87585
Apple at (80, 781) eaten at step 87588
Apple at (78, 781) eaten at step 87590
Apple at (70, 781) eaten at step 87598
Apple at (62, 781) eaten at step 87606
Apple at (61, 781) eaten at step 87607
Apple at (40, 781) eaten at step 87628
Apple at (39, 781) eaten at step 87629
Apple at (33, 781) eaten at step 87635
Apple at (32, 781) eaten at step 87636
Apple at (28, 772) eaten at step 87649
Apple at (28, 770) eaten at step 87651
Apple at (28, 752) eaten at step 87669
Apple at (28, 749) eaten at step 87672
Apple at (28, 747) eaten at step 87674
Apple at (28, 731) eaten at step 87690
Apple at (28, 730) eaten at step 87691
Apple at (28, 721) eaten at step 87700
Apple at (28, 705) eaten at step 87716
Apple at (28, 701) eaten at step 87720
Apple at (28, 698) eaten at step 87723
Apple at (28, 692) eaten at step 87729
Apple at (28, 676) eaten at step 87745
Apple at (28, 667) eaten at step 87754
Apple at (28, 635) eaten at step 87786
Apple at (28, 601) eaten at step 87820
Apple at (28, 593) eaten at step 87828
Apple at (28, 580) eaten at step 87841
Apple at (28, 577) eaten at step 87844
Apple at (28, 554) eaten at step 87867
Apple at (28, 537) eaten at step 87884
Apple at (28, 535) eaten at step 87886
Apple at (28, 509) eaten at step 87912
Apple at (28, 508) eaten at step 87913
Apple at (28, 499) eaten at step 87922
Apple at (28, 490) eaten at step 87931
Apple at (28, 465) eaten at step 87956
Apple at (28, 464) eaten at step 87957
Apple at (28, 457) eaten at step 87964
Apple at (28, 416) eaten at step 88005
Apple at (28, 412) eaten at step 88009
Apple at (28, 374) eaten at step 88047
Apple at (28, 364) eaten at step 88057
Apple at (28, 346) eaten at step 88075
Apple at (28, 344) eaten at step 88077
Apple at (28, 335) eaten at step 88086
Apple at (28, 328) eaten at step 88093
Apple at (28, 297) eaten at step 88124
Apple at (28, 288) eaten at step 88133
Apple at (28, 265) eaten at step 88156
Apple at (28, 264) eaten at step 88157
Apple at (28, 227) eaten at step 88194
Apple at (28, 224) eaten at step 88197
Apple at (28, 218) eaten at step 88203
Apple at (28, 210) eaten at step 88211
Apple at (28, 190) eaten at step 88231
Apple at (28, 188) eaten at step 88233
Apple at (28, 186) eaten at step 88235
Apple at (28, 179) eaten at step 88242
Apple at (28, 173) eaten at step 88248
Apple at (28, 170) eaten at step 88251
Apple at (28, 159) eaten at step 88262
Apple at (28, 147) eaten at step 88274
Apple at (28, 146) eaten at step 88275
Apple at (28, 130) eaten at step 88291
Apple at (28, 120) eaten at step 88301
Apple at (28, 118) eaten at step 88303
Apple at (28, 109) eaten at step 88312
Apple at (28, 86) eaten at step 88335
Apple at (28, 49) eaten at step 88372
Apple at (28, 34) eaten at step 88387
Apple at (45, 29) eaten at step 88409
Apple at (50, 29) eaten at step 88414
Apple at (56, 29) eaten at step 88420
Apple at (72, 29) eaten at step 88436
Apple at (80, 29) eaten at step 88444
Apple at (122, 29) eaten at step 88486
Apple at (133, 29) eaten at step 88497
Apple at (140, 29) eaten at step 88504
Apple at (145, 29) eaten at step 88509
Apple at (187, 29) eaten at step 88551
Apple at (197, 29) eaten at step 88561
Apple at (198, 29) eaten at step 88562
Apple at (204, 29) eaten at step 88568
Apple at (208, 29) eaten at step 88572
Apple at (228, 29) eaten at step 88592
Apple at (249, 29) eaten at step 88613
Apple at (250, 29) eaten at step 88614
Apple at (255, 29) eaten at step 88619
Apple at (270, 29) eaten at step 88634
Apple at (302, 29) eaten at step 88666
Apple at (317, 29) eaten at step 88681
Apple at (328, 29) eaten at step 88692
Apple at (353, 29) eaten at step 88717
Apple at (359, 29) eaten at step 88723
Apple at (360, 29) eaten at step 88724
Apple at (364, 29) eaten at step 88728
Apple at (382, 29) eaten at step 88746
Apple at (386, 29) eaten at step 88750
Apple at (419, 29) eaten at step 88783
Apple at (436, 29) eaten at step 88800
Apple at (438, 29) eaten at step 88802
Apple at (462, 29) eaten at step 88826
Apple at (485, 29) eaten at step 88849
Apple at (491, 29) eaten at step 88855
Apple at (526, 29) eaten at step 88890
Apple at (531, 29) eaten at step 88895
Apple at (532, 29) eaten at step 88896
Apple at (533, 29) eaten at step 88897
Apple at (544, 29) eaten at step 88908
Apple at (552, 29) eaten at step 88916
Apple at (572, 29) eaten at step 88936
Apple at (574, 29) eaten at step 88938
Apple at (576, 29) eaten at step 88940
Apple at (577, 29) eaten at step 88941
Apple at (581, 29) eaten at step 88945
Apple at (583, 29) eaten at step 88947
Apple at (597, 29) eaten at step 88961
Apple at (619, 29) eaten at step 88983
Apple at (622, 29) eaten at step 88986
Apple at (650, 29) eaten at step 89014
Apple at (652, 29) eaten at step 89016
Apple at (659, 29) eaten at step 89023
Apple at (700, 29) eaten at step 89064
Apple at (703, 29) eaten at step 89067
Apple at (709, 29) eaten at step 89073
Apple at (718, 29) eaten at step 89082
Apple at (719, 29) eaten at step 89083
Apple at (721, 29) eaten at step 89085
Apple at (729, 29) eaten at step 89093
Apple at (731, 29) eaten at step 89095
Apple at (733, 29) eaten at step 89097
Apple at (737, 29) eaten at step 89101
Apple at (742, 32) eaten at step 89109
Apple at (742, 36) eaten at step 89113
